jcp2022_id,broad_sample
JCP2022_900191,ccsbBroad304_00205
JCP2022_900192,ccsbBroad304_00206
JCP2022_900193,ccsbBroad304_00207
JCP2022_900194,ccsbBroad304_00208
JCP2022_900195,ccsbBroad304_00209
JCP2022_900196,ccsbBroad304_00210
JCP2022_900197,ccsbBroad304_00211
JCP2022_900198,ccsbBroad304_00212
JCP2022_900199,ccsbBroad304_00213
JCP2022_900200,ccsbBroad304_00214
JCP2022_900201,ccsbBroad304_00215
JCP2022_900202,ccsbBroad304_00216
JCP2022_900203,ccsbBroad304_00217
JCP2022_900204,ccsbBroad304_00218
JCP2022_900205,ccsbBroad304_00219
JCP2022_900206,ccsbBroad304_00220
JCP2022_900207,ccsbBroad304_00221
JCP2022_900208,ccsbBroad304_00222
JCP2022_900209,ccsbBroad304_00223
JCP2022_900210,ccsbBroad304_00225
JCP2022_900211,ccsbBroad304_00226
JCP2022_900212,ccsbBroad304_00227
JCP2022_900213,ccsbBroad304_00228
JCP2022_900214,ccsbBroad304_00231
JCP2022_900215,ccsbBroad304_00232
JCP2022_900216,ccsbBroad304_00233
JCP2022_900217,ccsbBroad304_00237
JCP2022_900218,ccsbBroad304_00238
JCP2022_900219,ccsbBroad304_00239
JCP2022_900220,ccsbBroad304_00240
JCP2022_900221,ccsbBroad304_00242
JCP2022_900222,ccsbBroad304_00243
JCP2022_900223,ccsbBroad304_00244
JCP2022_900224,ccsbBroad304_00245
JCP2022_900225,ccsbBroad304_00246
JCP2022_900226,ccsbBroad304_00247
JCP2022_900227,ccsbBroad304_00248
JCP2022_900228,ccsbBroad304_00249
JCP2022_900229,ccsbBroad304_00250
JCP2022_900230,ccsbBroad304_00251
JCP2022_900231,ccsbBroad304_00252
JCP2022_900232,ccsbBroad304_00253
JCP2022_900233,ccsbBroad304_00254
JCP2022_900234,ccsbBroad304_00255
JCP2022_900235,ccsbBroad304_00256
JCP2022_900236,ccsbBroad304_00257
JCP2022_900237,ccsbBroad304_00258
JCP2022_900238,ccsbBroad304_00259
JCP2022_900239,ccsbBroad304_00261
JCP2022_900240,ccsbBroad304_00262
JCP2022_900241,ccsbBroad304_00263
JCP2022_900242,ccsbBroad304_00264
JCP2022_900243,ccsbBroad304_00265
JCP2022_900244,ccsbBroad304_00266
JCP2022_900245,ccsbBroad304_00267
JCP2022_900246,ccsbBroad304_00268
JCP2022_900247,ccsbBroad304_00270
JCP2022_900248,ccsbBroad304_00271
JCP2022_900249,ccsbBroad304_00272
JCP2022_900250,ccsbBroad304_00273
JCP2022_900251,ccsbBroad304_00274
JCP2022_900252,ccsbBroad304_00275
JCP2022_900253,ccsbBroad304_00276
JCP2022_900254,ccsbBroad304_00277
JCP2022_900255,ccsbBroad304_00278
JCP2022_900256,ccsbBroad304_00279
JCP2022_900257,ccsbBroad304_00280
JCP2022_900258,ccsbBroad304_00281
JCP2022_900259,ccsbBroad304_00282
JCP2022_900260,ccsbBroad304_00283
JCP2022_900261,ccsbBroad304_00284
JCP2022_900262,ccsbBroad304_00285
JCP2022_900263,ccsbBroad304_00286
JCP2022_900264,ccsbBroad304_00287
JCP2022_900265,ccsbBroad304_00288
JCP2022_900266,ccsbBroad304_00289
JCP2022_900267,ccsbBroad304_00290
JCP2022_900268,ccsbBroad304_00292
JCP2022_900269,ccsbBroad304_00293
JCP2022_900270,ccsbBroad304_00294
JCP2022_900271,ccsbBroad304_00296
JCP2022_900272,ccsbBroad304_00297
JCP2022_900273,ccsbBroad304_00298
JCP2022_900274,ccsbBroad304_00299
JCP2022_900275,ccsbBroad304_00300
JCP2022_900276,ccsbBroad304_00301
JCP2022_900277,ccsbBroad304_00302
JCP2022_900278,ccsbBroad304_00303
JCP2022_900279,ccsbBroad304_00304
JCP2022_900280,ccsbBroad304_00305
JCP2022_900281,ccsbBroad304_00306
JCP2022_900282,ccsbBroad304_00307
JCP2022_900283,ccsbBroad304_00308
JCP2022_900284,ccsbBroad304_00309
JCP2022_900285,ccsbBroad304_00311
JCP2022_900286,ccsbBroad304_00312
JCP2022_900287,ccsbBroad304_00313
JCP2022_900288,ccsbBroad304_00314
JCP2022_900289,ccsbBroad304_00315
JCP2022_900290,ccsbBroad304_00316
JCP2022_900291,ccsbBroad304_00318
JCP2022_900292,ccsbBroad304_00319
JCP2022_900293,ccsbBroad304_00320
JCP2022_900294,ccsbBroad304_00321
JCP2022_900295,ccsbBroad304_00322
JCP2022_900296,ccsbBroad304_00323
JCP2022_900297,ccsbBroad304_00324
JCP2022_900298,ccsbBroad304_00325
JCP2022_900299,ccsbBroad304_00326
JCP2022_900300,ccsbBroad304_00327
JCP2022_900301,ccsbBroad304_00328
JCP2022_900302,ccsbBroad304_00330
JCP2022_900303,ccsbBroad304_00331
JCP2022_900304,ccsbBroad304_00332
JCP2022_900305,ccsbBroad304_00333
JCP2022_900306,ccsbBroad304_00334
JCP2022_900307,ccsbBroad304_00335
JCP2022_900308,ccsbBroad304_00336
JCP2022_900309,ccsbBroad304_00337
JCP2022_900310,ccsbBroad304_00338
JCP2022_900311,ccsbBroad304_00339
JCP2022_900312,ccsbBroad304_00340
JCP2022_900313,ccsbBroad304_00341
JCP2022_900314,ccsbBroad304_00342
JCP2022_900315,ccsbBroad304_00343
JCP2022_900316,ccsbBroad304_00344
JCP2022_900317,ccsbBroad304_00345
JCP2022_900318,ccsbBroad304_00347
JCP2022_900319,ccsbBroad304_00348
JCP2022_900320,ccsbBroad304_00349
JCP2022_900321,ccsbBroad304_00350
JCP2022_900322,ccsbBroad304_00351
JCP2022_900323,ccsbBroad304_00352
JCP2022_900324,ccsbBroad304_00353
JCP2022_900325,ccsbBroad304_00354
JCP2022_900326,ccsbBroad304_00355
JCP2022_900327,ccsbBroad304_00356
JCP2022_900328,ccsbBroad304_00357
JCP2022_900329,ccsbBroad304_00358
JCP2022_900330,ccsbBroad304_00359
JCP2022_900331,ccsbBroad304_00360
JCP2022_900332,ccsbBroad304_00361
JCP2022_900333,ccsbBroad304_00362
JCP2022_900334,ccsbBroad304_00363
JCP2022_900335,ccsbBroad304_00364
JCP2022_900336,ccsbBroad304_00365
JCP2022_900337,ccsbBroad304_00366
JCP2022_900338,ccsbBroad304_00367
JCP2022_900339,ccsbBroad304_00368
JCP2022_900340,ccsbBroad304_00369
JCP2022_900341,ccsbBroad304_00370
JCP2022_900342,ccsbBroad304_00371
JCP2022_900343,ccsbBroad304_00373
JCP2022_900344,ccsbBroad304_00374
JCP2022_900345,ccsbBroad304_00375
JCP2022_900346,ccsbBroad304_00376
JCP2022_900347,ccsbBroad304_00377
JCP2022_900348,ccsbBroad304_00378
JCP2022_900349,ccsbBroad304_00379
JCP2022_900350,ccsbBroad304_00380
JCP2022_900351,ccsbBroad304_00381
JCP2022_900352,ccsbBroad304_00382
JCP2022_900353,ccsbBroad304_00383
JCP2022_900354,ccsbBroad304_00384
JCP2022_900355,ccsbBroad304_00385
JCP2022_900356,ccsbBroad304_00386
JCP2022_900357,ccsbBroad304_00387
JCP2022_900358,ccsbBroad304_00388
JCP2022_900359,ccsbBroad304_00389
JCP2022_900360,ccsbBroad304_00390
JCP2022_900361,ccsbBroad304_00391
JCP2022_900362,ccsbBroad304_00392
JCP2022_900363,ccsbBroad304_00393
JCP2022_900364,ccsbBroad304_00394
JCP2022_900365,ccsbBroad304_00395
JCP2022_900366,ccsbBroad304_00396
JCP2022_900367,ccsbBroad304_00397
JCP2022_900368,ccsbBroad304_00398
JCP2022_900369,ccsbBroad304_00399
JCP2022_900370,ccsbBroad304_00400
JCP2022_900371,ccsbBroad304_00401
JCP2022_900372,ccsbBroad304_00402
JCP2022_900373,ccsbBroad304_00403
JCP2022_900374,ccsbBroad304_00404
JCP2022_900375,ccsbBroad304_00405
JCP2022_900376,ccsbBroad304_00406
JCP2022_900377,ccsbBroad304_00407
JCP2022_900378,ccsbBroad304_00408
JCP2022_900379,ccsbBroad304_00409
JCP2022_900380,ccsbBroad304_00410
JCP2022_900381,ccsbBroad304_00411
JCP2022_900382,ccsbBroad304_00412
JCP2022_900383,ccsbBroad304_00413
JCP2022_900384,ccsbBroad304_00414
JCP2022_900385,ccsbBroad304_00415
JCP2022_900386,ccsbBroad304_00416
JCP2022_900387,ccsbBroad304_00417
JCP2022_900388,ccsbBroad304_00418
JCP2022_900389,ccsbBroad304_00419
JCP2022_900390,ccsbBroad304_00421
JCP2022_900391,ccsbBroad304_00422
JCP2022_900392,ccsbBroad304_00423
JCP2022_900393,ccsbBroad304_00424
JCP2022_900394,ccsbBroad304_00425
JCP2022_900395,ccsbBroad304_00426
JCP2022_900396,ccsbBroad304_00427
JCP2022_900397,ccsbBroad304_00428
JCP2022_900398,ccsbBroad304_00429
JCP2022_900399,ccsbBroad304_00430
JCP2022_900400,ccsbBroad304_00431
JCP2022_900401,ccsbBroad304_00432
JCP2022_900402,ccsbBroad304_00433
JCP2022_900403,ccsbBroad304_00434
JCP2022_900404,ccsbBroad304_00435
JCP2022_900405,ccsbBroad304_00436
JCP2022_900406,ccsbBroad304_00437
JCP2022_900407,ccsbBroad304_00438
JCP2022_900408,ccsbBroad304_00439
JCP2022_900409,ccsbBroad304_00440
JCP2022_900410,ccsbBroad304_00441
JCP2022_900411,ccsbBroad304_00442
JCP2022_900412,ccsbBroad304_00443
JCP2022_900413,ccsbBroad304_00444
JCP2022_900414,ccsbBroad304_00445
JCP2022_900415,ccsbBroad304_00446
JCP2022_900416,ccsbBroad304_00447
JCP2022_900417,ccsbBroad304_00448
JCP2022_900418,ccsbBroad304_00449
JCP2022_900419,ccsbBroad304_00450
JCP2022_900420,ccsbBroad304_00451
JCP2022_900421,ccsbBroad304_00452
JCP2022_900422,ccsbBroad304_00453
JCP2022_900423,ccsbBroad304_00454
JCP2022_900424,ccsbBroad304_00455
JCP2022_900425,ccsbBroad304_00456
JCP2022_900426,ccsbBroad304_00457
JCP2022_900427,ccsbBroad304_00458
JCP2022_900428,ccsbBroad304_00459
JCP2022_900429,ccsbBroad304_00460
JCP2022_900430,ccsbBroad304_00461
JCP2022_900431,ccsbBroad304_00462
JCP2022_900432,ccsbBroad304_00463
JCP2022_900433,ccsbBroad304_00464
JCP2022_900434,ccsbBroad304_00465
JCP2022_900435,ccsbBroad304_00466
JCP2022_900436,ccsbBroad304_00467
JCP2022_900437,ccsbBroad304_00468
JCP2022_900438,ccsbBroad304_00469
JCP2022_900439,ccsbBroad304_00470
JCP2022_900440,ccsbBroad304_00471
JCP2022_900441,ccsbBroad304_00472
JCP2022_900442,ccsbBroad304_00473
JCP2022_900443,ccsbBroad304_00474
JCP2022_900444,ccsbBroad304_00475
JCP2022_900445,ccsbBroad304_00476
JCP2022_900446,ccsbBroad304_00477
JCP2022_900447,ccsbBroad304_00478
JCP2022_900448,ccsbBroad304_00479
JCP2022_900449,ccsbBroad304_00480
JCP2022_900450,ccsbBroad304_00481
JCP2022_900451,ccsbBroad304_00482
JCP2022_900452,ccsbBroad304_00483
JCP2022_900453,ccsbBroad304_00484
JCP2022_900454,ccsbBroad304_00485
JCP2022_900455,ccsbBroad304_00486
JCP2022_900456,ccsbBroad304_00487
JCP2022_900457,ccsbBroad304_00488
JCP2022_900458,ccsbBroad304_00489
JCP2022_900459,ccsbBroad304_00490
JCP2022_900460,ccsbBroad304_00491
JCP2022_900461,ccsbBroad304_00492
JCP2022_900462,ccsbBroad304_00494
JCP2022_900463,ccsbBroad304_00495
JCP2022_900464,ccsbBroad304_00496
JCP2022_900465,ccsbBroad304_00497
JCP2022_900466,ccsbBroad304_00498
JCP2022_900467,ccsbBroad304_00499
JCP2022_900468,ccsbBroad304_00500
JCP2022_900469,ccsbBroad304_00501
JCP2022_900470,ccsbBroad304_00502
JCP2022_900471,ccsbBroad304_00503
JCP2022_900472,ccsbBroad304_00504
JCP2022_900473,ccsbBroad304_00505
JCP2022_900474,ccsbBroad304_00506
JCP2022_900475,ccsbBroad304_00508
JCP2022_900476,ccsbBroad304_00509
JCP2022_900477,ccsbBroad304_00510
JCP2022_900478,ccsbBroad304_00511
JCP2022_900479,ccsbBroad304_00512
JCP2022_900480,ccsbBroad304_00513
JCP2022_900481,ccsbBroad304_00514
JCP2022_900482,ccsbBroad304_00515
JCP2022_900483,ccsbBroad304_00516
JCP2022_900484,ccsbBroad304_00517
JCP2022_900485,ccsbBroad304_00518
JCP2022_900486,ccsbBroad304_00519
JCP2022_900487,ccsbBroad304_00520
JCP2022_900488,ccsbBroad304_00521
JCP2022_900489,ccsbBroad304_00522
JCP2022_900490,ccsbBroad304_00523
JCP2022_900491,ccsbBroad304_00524
JCP2022_900492,ccsbBroad304_00525
JCP2022_900493,ccsbBroad304_00526
JCP2022_900494,ccsbBroad304_00527
JCP2022_900495,ccsbBroad304_00528
JCP2022_900496,ccsbBroad304_00529
JCP2022_900497,ccsbBroad304_00530
JCP2022_900498,ccsbBroad304_00531
JCP2022_900499,ccsbBroad304_00532
JCP2022_900500,ccsbBroad304_00533
JCP2022_900501,ccsbBroad304_00534
JCP2022_900502,ccsbBroad304_00535
JCP2022_900503,ccsbBroad304_00536
JCP2022_900504,ccsbBroad304_00537
JCP2022_900505,ccsbBroad304_00538
JCP2022_900506,ccsbBroad304_00540
JCP2022_900507,ccsbBroad304_00541
JCP2022_900508,ccsbBroad304_00542
JCP2022_900509,ccsbBroad304_00543
JCP2022_900510,ccsbBroad304_00544
JCP2022_900511,ccsbBroad304_00545
JCP2022_900512,ccsbBroad304_00546
JCP2022_900513,ccsbBroad304_00547
JCP2022_900514,ccsbBroad304_00548
JCP2022_900515,ccsbBroad304_00549
JCP2022_900516,ccsbBroad304_00550
JCP2022_900517,ccsbBroad304_00551
JCP2022_900518,ccsbBroad304_00552
JCP2022_900519,ccsbBroad304_00553
JCP2022_900520,ccsbBroad304_00554
JCP2022_900521,ccsbBroad304_00555
JCP2022_900522,ccsbBroad304_00557
JCP2022_900523,ccsbBroad304_00558
JCP2022_900524,ccsbBroad304_00559
JCP2022_900525,ccsbBroad304_00560
JCP2022_900526,ccsbBroad304_00562
JCP2022_900527,ccsbBroad304_00563
JCP2022_900528,ccsbBroad304_00564
JCP2022_900529,ccsbBroad304_00565
JCP2022_900530,ccsbBroad304_00566
JCP2022_900531,ccsbBroad304_00567
JCP2022_900532,ccsbBroad304_00569
JCP2022_900533,ccsbBroad304_00570
JCP2022_900534,ccsbBroad304_00571
JCP2022_900535,ccsbBroad304_00572
JCP2022_900536,ccsbBroad304_00573
JCP2022_900537,ccsbBroad304_00574
JCP2022_900538,ccsbBroad304_00575
JCP2022_900539,ccsbBroad304_00576
JCP2022_900540,ccsbBroad304_00577
JCP2022_900541,ccsbBroad304_00578
JCP2022_900542,ccsbBroad304_00579
JCP2022_900543,ccsbBroad304_00580
JCP2022_900544,ccsbBroad304_00581
JCP2022_900545,ccsbBroad304_00583
JCP2022_900546,ccsbBroad304_00584
JCP2022_900547,ccsbBroad304_00585
JCP2022_900548,ccsbBroad304_00586
JCP2022_900549,ccsbBroad304_00587
JCP2022_900550,ccsbBroad304_00588
JCP2022_900551,ccsbBroad304_00589
JCP2022_900552,ccsbBroad304_00590
JCP2022_900553,ccsbBroad304_00591
JCP2022_900554,ccsbBroad304_00592
JCP2022_900555,ccsbBroad304_00593
JCP2022_900556,ccsbBroad304_00594
JCP2022_900557,ccsbBroad304_00595
JCP2022_900558,ccsbBroad304_00596
JCP2022_900559,ccsbBroad304_00597
JCP2022_900560,ccsbBroad304_00598
JCP2022_900561,ccsbBroad304_00599
JCP2022_900562,ccsbBroad304_00600
JCP2022_900563,ccsbBroad304_00601
JCP2022_900564,ccsbBroad304_00602
JCP2022_900565,ccsbBroad304_00603
JCP2022_900566,ccsbBroad304_00604
JCP2022_900567,ccsbBroad304_00605
JCP2022_900568,ccsbBroad304_00606
JCP2022_900569,ccsbBroad304_00607
JCP2022_900570,ccsbBroad304_00608
JCP2022_900571,ccsbBroad304_00609
JCP2022_900572,ccsbBroad304_00610
JCP2022_900573,ccsbBroad304_00611
JCP2022_900574,ccsbBroad304_00612
JCP2022_900575,ccsbBroad304_00613
JCP2022_900576,ccsbBroad304_00614
JCP2022_900577,ccsbBroad304_00615
JCP2022_900578,ccsbBroad304_00616
JCP2022_900579,ccsbBroad304_00617
JCP2022_900580,ccsbBroad304_00618
JCP2022_900581,ccsbBroad304_00619
JCP2022_900582,ccsbBroad304_00620
JCP2022_900583,ccsbBroad304_00621
JCP2022_900584,ccsbBroad304_00622
JCP2022_900585,ccsbBroad304_00623
JCP2022_900586,ccsbBroad304_00624
JCP2022_900587,ccsbBroad304_00625
JCP2022_900588,ccsbBroad304_00626
JCP2022_900589,ccsbBroad304_00627
JCP2022_900590,ccsbBroad304_00628
JCP2022_900591,ccsbBroad304_00629
JCP2022_900592,ccsbBroad304_00630
JCP2022_900593,ccsbBroad304_00631
JCP2022_900594,ccsbBroad304_00632
JCP2022_900595,ccsbBroad304_00633
JCP2022_900596,ccsbBroad304_00634
JCP2022_900597,ccsbBroad304_00635
JCP2022_900598,ccsbBroad304_00636
JCP2022_900599,ccsbBroad304_00637
JCP2022_900600,ccsbBroad304_00638
JCP2022_900601,ccsbBroad304_00639
JCP2022_900602,ccsbBroad304_00640
JCP2022_900603,ccsbBroad304_00641
JCP2022_900604,ccsbBroad304_00642
JCP2022_900605,ccsbBroad304_00643
JCP2022_900606,ccsbBroad304_00644
JCP2022_900607,ccsbBroad304_00645
JCP2022_900608,ccsbBroad304_00646
JCP2022_900609,ccsbBroad304_00647
JCP2022_900610,ccsbBroad304_00648
JCP2022_900611,ccsbBroad304_00649
JCP2022_900612,ccsbBroad304_00650
JCP2022_900613,ccsbBroad304_00651
JCP2022_900614,ccsbBroad304_00652
JCP2022_900615,ccsbBroad304_00653
JCP2022_900616,ccsbBroad304_00654
JCP2022_900617,ccsbBroad304_00655
JCP2022_900618,ccsbBroad304_00656
JCP2022_900619,ccsbBroad304_00657
JCP2022_900620,ccsbBroad304_00658
JCP2022_900621,ccsbBroad304_00659
JCP2022_900622,ccsbBroad304_00660
JCP2022_900623,ccsbBroad304_00662
JCP2022_900624,ccsbBroad304_00663
JCP2022_900625,ccsbBroad304_00664
JCP2022_900626,ccsbBroad304_00665
JCP2022_900627,ccsbBroad304_00666
JCP2022_900628,ccsbBroad304_00667
JCP2022_900629,ccsbBroad304_00668
JCP2022_900630,ccsbBroad304_00669
JCP2022_900631,ccsbBroad304_00670
JCP2022_900632,ccsbBroad304_00671
JCP2022_900633,ccsbBroad304_00672
JCP2022_900634,ccsbBroad304_00673
JCP2022_900635,ccsbBroad304_00674
JCP2022_900636,ccsbBroad304_00675
JCP2022_900637,ccsbBroad304_00676
JCP2022_900638,ccsbBroad304_00677
JCP2022_900639,ccsbBroad304_00678
JCP2022_900640,ccsbBroad304_00679
JCP2022_900641,ccsbBroad304_00680
JCP2022_900642,ccsbBroad304_00681
JCP2022_900643,ccsbBroad304_00682
JCP2022_900644,ccsbBroad304_00683
JCP2022_900645,ccsbBroad304_00684
JCP2022_900646,ccsbBroad304_00685
JCP2022_900647,ccsbBroad304_00686
JCP2022_900648,ccsbBroad304_00687
JCP2022_900649,ccsbBroad304_00688
JCP2022_900650,ccsbBroad304_00689
JCP2022_900651,ccsbBroad304_00690
JCP2022_900652,ccsbBroad304_00691
JCP2022_900653,ccsbBroad304_00692
JCP2022_900654,ccsbBroad304_00693
JCP2022_900655,ccsbBroad304_00694
JCP2022_900656,ccsbBroad304_00695
JCP2022_900657,ccsbBroad304_00696
JCP2022_900658,ccsbBroad304_00697
JCP2022_900659,ccsbBroad304_00698
JCP2022_900660,ccsbBroad304_00701
JCP2022_900661,ccsbBroad304_00702
JCP2022_900662,ccsbBroad304_00703
JCP2022_900663,ccsbBroad304_00704
JCP2022_900664,ccsbBroad304_00705
JCP2022_900665,ccsbBroad304_00706
