jcp2022_id,broad_sample
JCP2022_901947,ccsbBroad304_02084
JCP2022_901948,ccsbBroad304_02085
JCP2022_901949,ccsbBroad304_02086
JCP2022_901950,ccsbBroad304_02087
JCP2022_901951,ccsbBroad304_02088
JCP2022_901952,ccsbBroad304_02089
JCP2022_901953,ccsbBroad304_02091
JCP2022_901954,ccsbBroad304_02092
JCP2022_901955,ccsbBroad304_02093
JCP2022_901956,ccsbBroad304_02094
JCP2022_901957,ccsbBroad304_02095
JCP2022_901958,ccsbBroad304_02096
JCP2022_901959,ccsbBroad304_02097
JCP2022_901960,ccsbBroad304_02098
JCP2022_901961,ccsbBroad304_02099
JCP2022_901962,ccsbBroad304_02100
JCP2022_901963,ccsbBroad304_02101
JCP2022_901964,ccsbBroad304_02102
JCP2022_901965,ccsbBroad304_02103
JCP2022_901966,ccsbBroad304_02104
JCP2022_901967,ccsbBroad304_02106
JCP2022_901968,ccsbBroad304_02107
JCP2022_901969,ccsbBroad304_02108
JCP2022_901970,ccsbBroad304_02109
JCP2022_901971,ccsbBroad304_02110
JCP2022_901972,ccsbBroad304_02111
JCP2022_901973,ccsbBroad304_02112
JCP2022_901974,ccsbBroad304_02113
JCP2022_901975,ccsbBroad304_02114
JCP2022_901976,ccsbBroad304_02115
JCP2022_901977,ccsbBroad304_02116
JCP2022_901978,ccsbBroad304_02117
JCP2022_901979,ccsbBroad304_02118
JCP2022_901980,ccsbBroad304_02119
JCP2022_901981,ccsbBroad304_02120
JCP2022_901982,ccsbBroad304_02121
JCP2022_901983,ccsbBroad304_02122
JCP2022_901984,ccsbBroad304_02123
JCP2022_901985,ccsbBroad304_02124
JCP2022_901986,ccsbBroad304_02125
JCP2022_901987,ccsbBroad304_02126
JCP2022_901988,ccsbBroad304_02127
JCP2022_901989,ccsbBroad304_02128
JCP2022_901990,ccsbBroad304_02130
JCP2022_901991,ccsbBroad304_02131
JCP2022_901992,ccsbBroad304_02132
JCP2022_901993,ccsbBroad304_02133
JCP2022_901994,ccsbBroad304_02134
JCP2022_901995,ccsbBroad304_02135
JCP2022_901996,ccsbBroad304_02136
JCP2022_901997,ccsbBroad304_02137
JCP2022_901998,ccsbBroad304_02138
JCP2022_901999,ccsbBroad304_02139
JCP2022_902000,ccsbBroad304_02140
JCP2022_902001,ccsbBroad304_02142
JCP2022_902002,ccsbBroad304_02143
JCP2022_902003,ccsbBroad304_02144
JCP2022_902004,ccsbBroad304_02145
JCP2022_902005,ccsbBroad304_02146
JCP2022_902006,ccsbBroad304_02147
JCP2022_902007,ccsbBroad304_02148
JCP2022_902008,ccsbBroad304_02149
JCP2022_902009,ccsbBroad304_02150
JCP2022_902010,ccsbBroad304_02151
JCP2022_902011,ccsbBroad304_02152
JCP2022_902012,ccsbBroad304_02153
JCP2022_902013,ccsbBroad304_02154
JCP2022_902014,ccsbBroad304_02155
JCP2022_902015,ccsbBroad304_02156
JCP2022_902016,ccsbBroad304_02157
JCP2022_902017,ccsbBroad304_02158
JCP2022_902018,ccsbBroad304_02159
JCP2022_902019,ccsbBroad304_02160
JCP2022_902020,ccsbBroad304_02161
JCP2022_902021,ccsbBroad304_02162
JCP2022_902022,ccsbBroad304_02163
JCP2022_902023,ccsbBroad304_02164
JCP2022_902024,ccsbBroad304_02165
JCP2022_902025,ccsbBroad304_02166
JCP2022_902026,ccsbBroad304_02167
JCP2022_902027,ccsbBroad304_02168
JCP2022_902028,ccsbBroad304_02169
JCP2022_902029,ccsbBroad304_02170
JCP2022_902030,ccsbBroad304_02171
JCP2022_902031,ccsbBroad304_02172
JCP2022_902032,ccsbBroad304_02173
JCP2022_902033,ccsbBroad304_02174
JCP2022_902034,ccsbBroad304_02175
JCP2022_902035,ccsbBroad304_02176
JCP2022_902036,ccsbBroad304_02177
JCP2022_902037,ccsbBroad304_02178
JCP2022_902038,ccsbBroad304_02179
JCP2022_902039,ccsbBroad304_02180
JCP2022_902040,ccsbBroad304_02181
JCP2022_902041,ccsbBroad304_02182
JCP2022_902042,ccsbBroad304_02183
JCP2022_902043,ccsbBroad304_02184
JCP2022_902044,ccsbBroad304_02186
JCP2022_902045,ccsbBroad304_02187
JCP2022_902046,ccsbBroad304_02188
JCP2022_902047,ccsbBroad304_02189
JCP2022_902048,ccsbBroad304_02190
JCP2022_902049,ccsbBroad304_02191
JCP2022_902050,ccsbBroad304_02192
JCP2022_902051,ccsbBroad304_02193
JCP2022_902052,ccsbBroad304_02195
JCP2022_902053,ccsbBroad304_02196
JCP2022_902054,ccsbBroad304_02197
JCP2022_902055,ccsbBroad304_02198
JCP2022_902056,ccsbBroad304_02199
JCP2022_902057,ccsbBroad304_02200
JCP2022_902058,ccsbBroad304_02201
JCP2022_902059,ccsbBroad304_02202
JCP2022_902060,ccsbBroad304_02203
JCP2022_902061,ccsbBroad304_02204
JCP2022_902062,ccsbBroad304_02205
JCP2022_902063,ccsbBroad304_02206
JCP2022_902064,ccsbBroad304_02207
JCP2022_902065,ccsbBroad304_02208
JCP2022_902066,ccsbBroad304_02209
JCP2022_902067,ccsbBroad304_02210
JCP2022_902068,ccsbBroad304_02211
JCP2022_902069,ccsbBroad304_02212
JCP2022_902070,ccsbBroad304_02213
JCP2022_902071,ccsbBroad304_02214
JCP2022_902072,ccsbBroad304_02215
JCP2022_902073,ccsbBroad304_02216
JCP2022_902074,ccsbBroad304_02217
JCP2022_902075,ccsbBroad304_02218
JCP2022_902076,ccsbBroad304_02219
JCP2022_902077,ccsbBroad304_02220
JCP2022_902078,ccsbBroad304_02221
JCP2022_902079,ccsbBroad304_02222
JCP2022_902080,ccsbBroad304_02223
JCP2022_902081,ccsbBroad304_02224
JCP2022_902082,ccsbBroad304_02225
JCP2022_902083,ccsbBroad304_02226
JCP2022_902084,ccsbBroad304_02227
JCP2022_902085,ccsbBroad304_02228
JCP2022_902086,ccsbBroad304_02229
JCP2022_902087,ccsbBroad304_02230
JCP2022_902088,ccsbBroad304_02231
JCP2022_902089,ccsbBroad304_02232
JCP2022_902090,ccsbBroad304_02233
JCP2022_902091,ccsbBroad304_02234
JCP2022_902092,ccsbBroad304_02235
JCP2022_902093,ccsbBroad304_02236
JCP2022_902094,ccsbBroad304_02237
JCP2022_902095,ccsbBroad304_02238
JCP2022_902096,ccsbBroad304_02239
JCP2022_902097,ccsbBroad304_02240
JCP2022_902098,ccsbBroad304_02241
JCP2022_902099,ccsbBroad304_02242
JCP2022_902100,ccsbBroad304_02243
JCP2022_902101,ccsbBroad304_02245
JCP2022_902102,ccsbBroad304_02246
JCP2022_902103,ccsbBroad304_02247
JCP2022_902104,ccsbBroad304_02248
JCP2022_902105,ccsbBroad304_02249
JCP2022_902106,ccsbBroad304_02250
JCP2022_902107,ccsbBroad304_02251
JCP2022_902108,ccsbBroad304_02252
JCP2022_902109,ccsbBroad304_02253
JCP2022_902110,ccsbBroad304_02254
JCP2022_902111,ccsbBroad304_02255
JCP2022_902112,ccsbBroad304_02256
JCP2022_902113,ccsbBroad304_02257
JCP2022_902114,ccsbBroad304_02258
JCP2022_902115,ccsbBroad304_02259
JCP2022_902116,ccsbBroad304_02260
JCP2022_902117,ccsbBroad304_02261
JCP2022_902118,ccsbBroad304_02262
JCP2022_902119,ccsbBroad304_02263
JCP2022_902120,ccsbBroad304_02265
JCP2022_902121,ccsbBroad304_02266
JCP2022_902122,ccsbBroad304_02267
JCP2022_902123,ccsbBroad304_02268
JCP2022_902124,ccsbBroad304_02269
JCP2022_902125,ccsbBroad304_02270
JCP2022_902126,ccsbBroad304_02271
JCP2022_902127,ccsbBroad304_02272
JCP2022_902128,ccsbBroad304_02273
JCP2022_902129,ccsbBroad304_02274
JCP2022_902130,ccsbBroad304_02275
JCP2022_902131,ccsbBroad304_02276
JCP2022_902132,ccsbBroad304_02277
JCP2022_902133,ccsbBroad304_02278
JCP2022_902134,ccsbBroad304_02279
JCP2022_902135,ccsbBroad304_02280
JCP2022_902136,ccsbBroad304_02281
JCP2022_902137,ccsbBroad304_02282
JCP2022_902138,ccsbBroad304_02283
JCP2022_902139,ccsbBroad304_02284
JCP2022_902140,ccsbBroad304_02285
JCP2022_902141,ccsbBroad304_02286
JCP2022_902142,ccsbBroad304_02287
JCP2022_902143,ccsbBroad304_02288
JCP2022_902144,ccsbBroad304_02289
JCP2022_902145,ccsbBroad304_02290
JCP2022_902146,ccsbBroad304_02291
JCP2022_902147,ccsbBroad304_02292
JCP2022_902148,ccsbBroad304_02293
JCP2022_902149,ccsbBroad304_02294
JCP2022_902150,ccsbBroad304_02295
JCP2022_902151,ccsbBroad304_02296
JCP2022_902152,ccsbBroad304_02297
JCP2022_902153,ccsbBroad304_02298
JCP2022_902154,ccsbBroad304_02299
JCP2022_902155,ccsbBroad304_02300
JCP2022_902156,ccsbBroad304_02301
JCP2022_902157,ccsbBroad304_02302
JCP2022_902158,ccsbBroad304_02303
JCP2022_902159,ccsbBroad304_02304
JCP2022_902160,ccsbBroad304_02305
JCP2022_902161,ccsbBroad304_02306
JCP2022_902162,ccsbBroad304_02307
JCP2022_902163,ccsbBroad304_02309
JCP2022_902164,ccsbBroad304_02310
JCP2022_902165,ccsbBroad304_02311
JCP2022_902166,ccsbBroad304_02312
JCP2022_902167,ccsbBroad304_02313
JCP2022_902168,ccsbBroad304_02314
JCP2022_902169,ccsbBroad304_02315
JCP2022_902170,ccsbBroad304_02316
JCP2022_902171,ccsbBroad304_02317
JCP2022_902172,ccsbBroad304_02318
JCP2022_902173,ccsbBroad304_02319
JCP2022_902174,ccsbBroad304_02320
JCP2022_902175,ccsbBroad304_02321
JCP2022_902176,ccsbBroad304_02322
JCP2022_902177,ccsbBroad304_02323
JCP2022_902178,ccsbBroad304_02324
JCP2022_902179,ccsbBroad304_02325
JCP2022_902180,ccsbBroad304_02326
JCP2022_902181,ccsbBroad304_02327
JCP2022_902182,ccsbBroad304_02328
JCP2022_902183,ccsbBroad304_02329
JCP2022_902184,ccsbBroad304_02330
JCP2022_902185,ccsbBroad304_02331
JCP2022_902186,ccsbBroad304_02332
JCP2022_902187,ccsbBroad304_02333
JCP2022_902188,ccsbBroad304_02334
JCP2022_902189,ccsbBroad304_02335
JCP2022_902190,ccsbBroad304_02336
JCP2022_902191,ccsbBroad304_02337
JCP2022_902192,ccsbBroad304_02338
JCP2022_902193,ccsbBroad304_02339
JCP2022_902194,ccsbBroad304_02340
JCP2022_902195,ccsbBroad304_02341
JCP2022_902196,ccsbBroad304_02342
JCP2022_902197,ccsbBroad304_02343
JCP2022_902198,ccsbBroad304_02345
JCP2022_902199,ccsbBroad304_02346
JCP2022_902200,ccsbBroad304_02348
JCP2022_902201,ccsbBroad304_02349
JCP2022_902202,ccsbBroad304_02350
JCP2022_902203,ccsbBroad304_02351
JCP2022_902204,ccsbBroad304_02353
JCP2022_902205,ccsbBroad304_02354
JCP2022_902206,ccsbBroad304_02355
JCP2022_902207,ccsbBroad304_02356
JCP2022_902208,ccsbBroad304_02357
JCP2022_902209,ccsbBroad304_02358
JCP2022_902210,ccsbBroad304_02359
JCP2022_902211,ccsbBroad304_02360
JCP2022_902212,ccsbBroad304_02361
JCP2022_902213,ccsbBroad304_02362
JCP2022_902214,ccsbBroad304_02363
JCP2022_902215,ccsbBroad304_02364
JCP2022_902216,ccsbBroad304_02365
JCP2022_902217,ccsbBroad304_02366
JCP2022_902218,ccsbBroad304_02367
JCP2022_902219,ccsbBroad304_02368
JCP2022_902220,ccsbBroad304_02369
JCP2022_902221,ccsbBroad304_02370
JCP2022_902222,ccsbBroad304_02371
JCP2022_902223,ccsbBroad304_02372
JCP2022_902224,ccsbBroad304_02373
JCP2022_902225,ccsbBroad304_02374
JCP2022_902226,ccsbBroad304_02378
JCP2022_902227,ccsbBroad304_02379
JCP2022_902228,ccsbBroad304_02380
JCP2022_902229,ccsbBroad304_02381
JCP2022_902230,ccsbBroad304_02382
JCP2022_902231,ccsbBroad304_02383
JCP2022_902232,ccsbBroad304_02384
JCP2022_902233,ccsbBroad304_02385
JCP2022_902234,ccsbBroad304_02386
JCP2022_902235,ccsbBroad304_02387
JCP2022_902236,ccsbBroad304_02388
JCP2022_902237,ccsbBroad304_02389
JCP2022_902238,ccsbBroad304_02390
JCP2022_902239,ccsbBroad304_02391
JCP2022_902240,ccsbBroad304_02392
JCP2022_902241,ccsbBroad304_02393
JCP2022_902242,ccsbBroad304_02394
JCP2022_902243,ccsbBroad304_02395
JCP2022_902244,ccsbBroad304_02396
JCP2022_902245,ccsbBroad304_02397
JCP2022_902246,ccsbBroad304_02398
JCP2022_902247,ccsbBroad304_02399
JCP2022_902248,ccsbBroad304_02400
JCP2022_902249,ccsbBroad304_02401
JCP2022_902250,ccsbBroad304_02402
JCP2022_902251,ccsbBroad304_02403
JCP2022_902252,ccsbBroad304_02404
JCP2022_902253,ccsbBroad304_02405
JCP2022_902254,ccsbBroad304_02406
JCP2022_902255,ccsbBroad304_02407
JCP2022_902256,ccsbBroad304_02408
JCP2022_902257,ccsbBroad304_02409
JCP2022_902258,ccsbBroad304_02410
JCP2022_902259,ccsbBroad304_02411
JCP2022_902260,ccsbBroad304_02412
JCP2022_902261,ccsbBroad304_02413
JCP2022_902262,ccsbBroad304_02414
JCP2022_902263,ccsbBroad304_02415
JCP2022_902264,ccsbBroad304_02416
JCP2022_902265,ccsbBroad304_02417
JCP2022_902266,ccsbBroad304_02418
JCP2022_902267,ccsbBroad304_02419
JCP2022_902268,ccsbBroad304_02420
JCP2022_902269,ccsbBroad304_02421
JCP2022_902270,ccsbBroad304_02423
JCP2022_902271,ccsbBroad304_02424
JCP2022_902272,ccsbBroad304_02425
JCP2022_902273,ccsbBroad304_02426
JCP2022_902274,ccsbBroad304_02427
JCP2022_902275,ccsbBroad304_02428
JCP2022_902276,ccsbBroad304_02430
JCP2022_902277,ccsbBroad304_02431
JCP2022_902278,ccsbBroad304_02432
JCP2022_902279,ccsbBroad304_02433
JCP2022_902280,ccsbBroad304_02434
JCP2022_902281,ccsbBroad304_02435
JCP2022_902282,ccsbBroad304_02437
JCP2022_902283,ccsbBroad304_02438
JCP2022_902284,ccsbBroad304_02439
JCP2022_902285,ccsbBroad304_02440
JCP2022_902286,ccsbBroad304_02441
JCP2022_902287,ccsbBroad304_02442
JCP2022_902288,ccsbBroad304_02443
JCP2022_902289,ccsbBroad304_02444
JCP2022_902290,ccsbBroad304_02445
JCP2022_902291,ccsbBroad304_02446
JCP2022_902292,ccsbBroad304_02447
JCP2022_902293,ccsbBroad304_02448
JCP2022_902294,ccsbBroad304_02449
JCP2022_902295,ccsbBroad304_02450
JCP2022_902296,ccsbBroad304_02451
JCP2022_902297,ccsbBroad304_02452
JCP2022_902298,ccsbBroad304_02453
JCP2022_902299,ccsbBroad304_02454
JCP2022_902300,ccsbBroad304_02455
JCP2022_902301,ccsbBroad304_02456
JCP2022_902302,ccsbBroad304_02457
JCP2022_902303,ccsbBroad304_02459
JCP2022_902304,ccsbBroad304_02460
JCP2022_902305,ccsbBroad304_02462
JCP2022_902306,ccsbBroad304_02463
JCP2022_902307,ccsbBroad304_02464
JCP2022_902308,ccsbBroad304_02465
JCP2022_902309,ccsbBroad304_02466
JCP2022_902310,ccsbBroad304_02467
JCP2022_902311,ccsbBroad304_02468
JCP2022_902312,ccsbBroad304_02469
JCP2022_902313,ccsbBroad304_02470
JCP2022_902314,ccsbBroad304_02471
JCP2022_902315,ccsbBroad304_02473
JCP2022_902316,ccsbBroad304_02474
JCP2022_902317,ccsbBroad304_02475
JCP2022_902318,ccsbBroad304_02476
JCP2022_902319,ccsbBroad304_02477
JCP2022_902320,ccsbBroad304_02479
JCP2022_902321,ccsbBroad304_02480
JCP2022_902322,ccsbBroad304_02481
JCP2022_902323,ccsbBroad304_02482
JCP2022_902324,ccsbBroad304_02483
JCP2022_902325,ccsbBroad304_02484
JCP2022_902326,ccsbBroad304_02486
JCP2022_902327,ccsbBroad304_02487
JCP2022_902328,ccsbBroad304_02488
JCP2022_902329,ccsbBroad304_02489
JCP2022_902330,ccsbBroad304_02491
JCP2022_902331,ccsbBroad304_02492
JCP2022_902332,ccsbBroad304_02493
JCP2022_902333,ccsbBroad304_02494
JCP2022_902334,ccsbBroad304_02495
JCP2022_902335,ccsbBroad304_02496
JCP2022_902336,ccsbBroad304_02497
JCP2022_902337,ccsbBroad304_02498
JCP2022_902338,ccsbBroad304_02499
JCP2022_902339,ccsbBroad304_02500
JCP2022_902340,ccsbBroad304_02501
JCP2022_902341,ccsbBroad304_02502
JCP2022_902342,ccsbBroad304_02503
JCP2022_902343,ccsbBroad304_02504
JCP2022_902344,ccsbBroad304_02505
JCP2022_902345,ccsbBroad304_02506
JCP2022_902346,ccsbBroad304_02507
JCP2022_902347,ccsbBroad304_02508
JCP2022_902348,ccsbBroad304_02509
JCP2022_902349,ccsbBroad304_02510
JCP2022_902350,ccsbBroad304_02511
JCP2022_902351,ccsbBroad304_02512
JCP2022_902352,ccsbBroad304_02513
JCP2022_902353,ccsbBroad304_02514
JCP2022_902354,ccsbBroad304_02515
JCP2022_902355,ccsbBroad304_02516
JCP2022_902356,ccsbBroad304_02517
JCP2022_902357,ccsbBroad304_02518
JCP2022_902358,ccsbBroad304_02519
JCP2022_902359,ccsbBroad304_02520
JCP2022_902360,ccsbBroad304_02521
JCP2022_902361,ccsbBroad304_02522
JCP2022_902362,ccsbBroad304_02523
JCP2022_902363,ccsbBroad304_02524
JCP2022_902364,ccsbBroad304_02525
JCP2022_902365,ccsbBroad304_02526
JCP2022_902366,ccsbBroad304_02528
JCP2022_902367,ccsbBroad304_02529
JCP2022_902368,ccsbBroad304_02530
JCP2022_902369,ccsbBroad304_02531
JCP2022_902370,ccsbBroad304_02532
JCP2022_902371,ccsbBroad304_02533
JCP2022_902372,ccsbBroad304_02534
JCP2022_902373,ccsbBroad304_02535
JCP2022_902374,ccsbBroad304_02537
JCP2022_902375,ccsbBroad304_02538
JCP2022_902376,ccsbBroad304_02539
JCP2022_902377,ccsbBroad304_02540
JCP2022_902378,ccsbBroad304_02541
JCP2022_902379,ccsbBroad304_02542
JCP2022_902380,ccsbBroad304_02543
JCP2022_902381,ccsbBroad304_02545
JCP2022_902382,ccsbBroad304_02546
JCP2022_902383,ccsbBroad304_02547
JCP2022_902384,ccsbBroad304_02548
JCP2022_902385,ccsbBroad304_02549
JCP2022_902386,ccsbBroad304_02550
JCP2022_902387,ccsbBroad304_02551
JCP2022_902388,ccsbBroad304_02552
JCP2022_902389,ccsbBroad304_02553
JCP2022_902390,ccsbBroad304_02554
JCP2022_902391,ccsbBroad304_02555
JCP2022_902392,ccsbBroad304_02556
JCP2022_902393,ccsbBroad304_02557
JCP2022_902394,ccsbBroad304_02558
JCP2022_902395,ccsbBroad304_02559
JCP2022_902396,ccsbBroad304_02560
JCP2022_902397,ccsbBroad304_02561
JCP2022_902398,ccsbBroad304_02562
JCP2022_902399,ccsbBroad304_02563
JCP2022_902400,ccsbBroad304_02564
JCP2022_902401,ccsbBroad304_02565
JCP2022_902402,ccsbBroad304_02566
JCP2022_902403,ccsbBroad304_02567
JCP2022_902404,ccsbBroad304_02568
JCP2022_902405,ccsbBroad304_02569
JCP2022_902406,ccsbBroad304_02570
JCP2022_902407,ccsbBroad304_02571
JCP2022_902408,ccsbBroad304_02572
JCP2022_902409,ccsbBroad304_02573
JCP2022_902410,ccsbBroad304_02574
JCP2022_902411,ccsbBroad304_02575
JCP2022_902412,ccsbBroad304_02576
JCP2022_902413,ccsbBroad304_02577
JCP2022_902414,ccsbBroad304_02578
JCP2022_902415,ccsbBroad304_02579
JCP2022_902416,ccsbBroad304_02580
JCP2022_902417,ccsbBroad304_02581
JCP2022_902418,ccsbBroad304_02582
JCP2022_902419,ccsbBroad304_02583
JCP2022_902420,ccsbBroad304_02584
JCP2022_902421,ccsbBroad304_02585
JCP2022_902422,ccsbBroad304_02586
JCP2022_902423,ccsbBroad304_02587
JCP2022_902424,ccsbBroad304_02588
JCP2022_902425,ccsbBroad304_02589
JCP2022_902426,ccsbBroad304_02590
JCP2022_902427,ccsbBroad304_02591
JCP2022_902428,ccsbBroad304_02592
JCP2022_902429,ccsbBroad304_02593
JCP2022_902430,ccsbBroad304_02594
JCP2022_902431,ccsbBroad304_02595
JCP2022_902432,ccsbBroad304_02596
JCP2022_902433,ccsbBroad304_02598
JCP2022_902434,ccsbBroad304_02599
JCP2022_902435,ccsbBroad304_02600
JCP2022_902436,ccsbBroad304_02601
JCP2022_902437,ccsbBroad304_02602
JCP2022_902438,ccsbBroad304_02603
JCP2022_902439,ccsbBroad304_02604
JCP2022_902440,ccsbBroad304_02605
JCP2022_902441,ccsbBroad304_02606
JCP2022_902442,ccsbBroad304_02607
JCP2022_902443,ccsbBroad304_02608
JCP2022_902444,ccsbBroad304_02609
JCP2022_902445,ccsbBroad304_02610
JCP2022_902446,ccsbBroad304_02611
JCP2022_902447,ccsbBroad304_02612
JCP2022_902448,ccsbBroad304_02613
JCP2022_902449,ccsbBroad304_02614
JCP2022_902450,ccsbBroad304_02615
JCP2022_902451,ccsbBroad304_02616
JCP2022_902452,ccsbBroad304_02617
JCP2022_902453,ccsbBroad304_02618
JCP2022_902454,ccsbBroad304_02619
JCP2022_902455,ccsbBroad304_02621
JCP2022_902456,ccsbBroad304_02622
JCP2022_902457,ccsbBroad304_02623
JCP2022_902458,ccsbBroad304_02624
JCP2022_902459,ccsbBroad304_02625
JCP2022_902460,ccsbBroad304_02626
JCP2022_902461,ccsbBroad304_02627
JCP2022_902462,ccsbBroad304_02628
JCP2022_902463,ccsbBroad304_02630
JCP2022_902464,ccsbBroad304_02631
JCP2022_902465,ccsbBroad304_02632
JCP2022_902466,ccsbBroad304_02633
JCP2022_902467,ccsbBroad304_02634
JCP2022_902468,ccsbBroad304_02635
JCP2022_902469,ccsbBroad304_02636
JCP2022_902470,ccsbBroad304_02637
JCP2022_902471,ccsbBroad304_02638
JCP2022_902472,ccsbBroad304_02639
JCP2022_902473,ccsbBroad304_02640
JCP2022_902474,ccsbBroad304_02641
JCP2022_902475,ccsbBroad304_02642
JCP2022_902476,ccsbBroad304_02643
JCP2022_902477,ccsbBroad304_02644
JCP2022_902478,ccsbBroad304_02645
JCP2022_902479,ccsbBroad304_02646
JCP2022_902480,ccsbBroad304_02647
JCP2022_902481,ccsbBroad304_02648
JCP2022_902482,ccsbBroad304_02649
JCP2022_902483,ccsbBroad304_02650
JCP2022_902484,ccsbBroad304_02651
JCP2022_902485,ccsbBroad304_02652
JCP2022_902486,ccsbBroad304_02653
JCP2022_902487,ccsbBroad304_02654
JCP2022_902488,ccsbBroad304_02655
JCP2022_902489,ccsbBroad304_02656
JCP2022_902490,ccsbBroad304_02657
JCP2022_902491,ccsbBroad304_02658
JCP2022_902492,ccsbBroad304_02659
JCP2022_902493,ccsbBroad304_02660
JCP2022_902494,ccsbBroad304_02661
JCP2022_902495,ccsbBroad304_02662
JCP2022_902496,ccsbBroad304_02663
JCP2022_902497,ccsbBroad304_02664
JCP2022_902498,ccsbBroad304_02665
JCP2022_902499,ccsbBroad304_02666
JCP2022_902500,ccsbBroad304_02667
JCP2022_902501,ccsbBroad304_02668
JCP2022_902502,ccsbBroad304_02669
JCP2022_902503,ccsbBroad304_02670
JCP2022_902504,ccsbBroad304_02671
JCP2022_902505,ccsbBroad304_02672
JCP2022_902506,ccsbBroad304_02674
JCP2022_902507,ccsbBroad304_02675
JCP2022_902508,ccsbBroad304_02676
JCP2022_902509,ccsbBroad304_02677
JCP2022_902510,ccsbBroad304_02678
JCP2022_902511,ccsbBroad304_02679
JCP2022_902512,ccsbBroad304_02680
JCP2022_902513,ccsbBroad304_02681
JCP2022_902514,ccsbBroad304_02682
JCP2022_902515,ccsbBroad304_02683
JCP2022_902516,ccsbBroad304_02684
JCP2022_902517,ccsbBroad304_02685
JCP2022_902518,ccsbBroad304_02686
JCP2022_902519,ccsbBroad304_02687
JCP2022_902520,ccsbBroad304_02688
JCP2022_902521,ccsbBroad304_02689
JCP2022_902522,ccsbBroad304_02690
JCP2022_902523,ccsbBroad304_02691
JCP2022_902524,ccsbBroad304_02692
JCP2022_902525,ccsbBroad304_02694
JCP2022_902526,ccsbBroad304_02695
JCP2022_902527,ccsbBroad304_02696
JCP2022_902528,ccsbBroad304_02697
JCP2022_902529,ccsbBroad304_02698
JCP2022_902530,ccsbBroad304_02699
JCP2022_902531,ccsbBroad304_02700
JCP2022_902532,ccsbBroad304_02701
JCP2022_902533,ccsbBroad304_02702
JCP2022_902534,ccsbBroad304_02703
JCP2022_902535,ccsbBroad304_02704
JCP2022_902536,ccsbBroad304_02705
JCP2022_902537,ccsbBroad304_02706
JCP2022_902538,ccsbBroad304_02708
JCP2022_902539,ccsbBroad304_02709
JCP2022_902540,ccsbBroad304_02710
JCP2022_902541,ccsbBroad304_02711
JCP2022_902542,ccsbBroad304_02712
JCP2022_902543,ccsbBroad304_02713
JCP2022_902544,ccsbBroad304_02714
JCP2022_902545,ccsbBroad304_02715
JCP2022_902546,ccsbBroad304_02716
JCP2022_902547,ccsbBroad304_02717
JCP2022_902548,ccsbBroad304_02718
JCP2022_902549,ccsbBroad304_02719
JCP2022_902550,ccsbBroad304_02720
JCP2022_902551,ccsbBroad304_02721
JCP2022_902552,ccsbBroad304_02722
JCP2022_902553,ccsbBroad304_02723
JCP2022_902554,ccsbBroad304_02724
JCP2022_902555,ccsbBroad304_02725
JCP2022_902556,ccsbBroad304_02726
JCP2022_902557,ccsbBroad304_02727
JCP2022_902558,ccsbBroad304_02729
JCP2022_902559,ccsbBroad304_02730
JCP2022_902560,ccsbBroad304_02731
JCP2022_902561,ccsbBroad304_02732
JCP2022_902562,ccsbBroad304_02733
JCP2022_902563,ccsbBroad304_02734
JCP2022_902564,ccsbBroad304_02735
JCP2022_902565,ccsbBroad304_02736
JCP2022_902566,ccsbBroad304_02737
JCP2022_902567,ccsbBroad304_02738
JCP2022_902568,ccsbBroad304_02739
JCP2022_902569,ccsbBroad304_02740
JCP2022_902570,ccsbBroad304_02741
JCP2022_902571,ccsbBroad304_02742
JCP2022_902572,ccsbBroad304_02743
JCP2022_902573,ccsbBroad304_02744
JCP2022_902574,ccsbBroad304_02745
JCP2022_902575,ccsbBroad304_02746
JCP2022_902576,ccsbBroad304_02747
JCP2022_902577,ccsbBroad304_02748
JCP2022_902578,ccsbBroad304_02749
JCP2022_902579,ccsbBroad304_02750
JCP2022_902580,ccsbBroad304_02751
JCP2022_902581,ccsbBroad304_02752
JCP2022_902582,ccsbBroad304_02753
JCP2022_902583,ccsbBroad304_02754
JCP2022_902584,ccsbBroad304_02755
JCP2022_902585,ccsbBroad304_02756
JCP2022_902586,ccsbBroad304_02757
JCP2022_902587,ccsbBroad304_02758
JCP2022_902588,ccsbBroad304_02759
JCP2022_902589,ccsbBroad304_02760
JCP2022_902590,ccsbBroad304_02761
JCP2022_902591,ccsbBroad304_02762
JCP2022_902592,ccsbBroad304_02763
JCP2022_902593,ccsbBroad304_02764
JCP2022_902594,ccsbBroad304_02765
JCP2022_902595,ccsbBroad304_02766
JCP2022_902596,ccsbBroad304_02767
JCP2022_902597,ccsbBroad304_02768
JCP2022_902598,ccsbBroad304_02769
JCP2022_902599,ccsbBroad304_02770
JCP2022_902600,ccsbBroad304_02771
JCP2022_902601,ccsbBroad304_02772
JCP2022_902602,ccsbBroad304_02773
JCP2022_902603,ccsbBroad304_02774
JCP2022_902604,ccsbBroad304_02775
JCP2022_902605,ccsbBroad304_02776
JCP2022_902606,ccsbBroad304_02777
JCP2022_902607,ccsbBroad304_02778
JCP2022_902608,ccsbBroad304_02780
JCP2022_902609,ccsbBroad304_02781
JCP2022_902610,ccsbBroad304_02782
JCP2022_902611,ccsbBroad304_02783
JCP2022_902612,ccsbBroad304_02785
