jcp2022_id,broad_sample
JCP2022_810078,BRDN0001145575
JCP2022_810079,BRDN0001145608
JCP2022_810080,BRDN0001145610
JCP2022_810081,BRDN0001145662
JCP2022_810082,BRDN0001145758
JCP2022_810083,BRDN0001145958
JCP2022_810084,BRDN0001146001
JCP2022_810085,BRDN0001146060
JCP2022_810086,BRDN0001146145
JCP2022_810087,BRDN0001146436
JCP2022_810088,BRDN0001146476
JCP2022_810089,BRDN0001146512
JCP2022_810090,BRDN0001146786
JCP2022_810091,BRDN0001146819
JCP2022_810092,BRDN0001146892
JCP2022_810093,BRDN0001146959
JCP2022_810094,BRDN0001147100
JCP2022_810095,BRDN0001147209
JCP2022_810096,BRDN0001147364
JCP2022_810097,BRDN0001147450
JCP2022_810098,BRDN0001147509
JCP2022_810099,BRDN0001147538
JCP2022_810100,BRDN0001147629
JCP2022_810101,BRDN0001147649
JCP2022_810102,BRDN0001147690
JCP2022_810103,BRDN0001147780
JCP2022_810104,BRDN0001147786
JCP2022_810105,BRDN0001147797
JCP2022_810106,BRDN0001147812
JCP2022_810107,BRDN0001147867
JCP2022_810108,BRDN0001147906
JCP2022_810109,BRDN0001148112
JCP2022_810110,BRDN0001148298
JCP2022_810111,BRDN0001148320
JCP2022_810112,BRDN0001148372
JCP2022_810113,BRDN0001148417
JCP2022_810114,BRDN0001148507
JCP2022_810115,BRDN0001148519
JCP2022_810116,BRDN0001148859
JCP2022_810117,BRDN0001148950
JCP2022_810118,BRDN0001148995
JCP2022_810119,BRDN0001149033
JCP2022_810120,BRDN0001149198
JCP2022_810121,BRDN0001149376
JCP2022_810122,BRDN0001149418
JCP2022_810123,BRDN0001149473
JCP2022_810124,BRDN0001149482
JCP2022_810125,BRDN0001149518
JCP2022_810126,BRDN0001162216
JCP2022_810127,BRDN0001162576
JCP2022_810128,BRDN0001162582
JCP2022_810129,BRDN0001477634
JCP2022_810130,BRDN0001477683
JCP2022_810131,BRDN0001477792
JCP2022_810132,BRDN0001477793
JCP2022_810133,BRDN0001477830
JCP2022_810134,BRDN0001477860
JCP2022_810135,BRDN0001477909
JCP2022_810136,BRDN0001478949
JCP2022_810137,BRDN0001479055
JCP2022_810138,BRDN0001479262
JCP2022_810139,BRDN0001479298
JCP2022_810140,BRDN0001479324
JCP2022_810141,BRDN0001479432
JCP2022_810142,BRDN0001479616
JCP2022_810143,BRDN0001479698
JCP2022_810144,BRDN0001479710
JCP2022_810145,BRDN0001479766
JCP2022_810146,BRDN0001479791
JCP2022_810147,BRDN0001479972
JCP2022_810148,BRDN0001480034
JCP2022_810149,BRDN0001480092
JCP2022_810150,BRDN0001480242
JCP2022_810151,BRDN0001480256
JCP2022_810152,BRDN0001480267
JCP2022_810153,BRDN0001480275
JCP2022_810154,BRDN0001480293
JCP2022_810155,BRDN0001480309
JCP2022_810156,BRDN0001480346
JCP2022_810157,BRDN0001480412
JCP2022_810158,BRDN0001480426
JCP2022_810159,BRDN0001480465
JCP2022_810160,BRDN0001480476
JCP2022_810161,BRDN0001480501
JCP2022_810162,BRDN0001480510
JCP2022_810163,BRDN0001480594
JCP2022_810164,BRDN0001480861
JCP2022_810165,BRDN0001480865
JCP2022_810166,BRDN0001480888
JCP2022_810167,BRDN0001480913
JCP2022_810168,BRDN0001480921
JCP2022_810169,BRDN0001480930
JCP2022_810170,BRDN0001480931
JCP2022_810171,BRDN0001480942
JCP2022_810172,BRDN0001481027
JCP2022_810173,BRDN0001481083
JCP2022_810174,BRDN0001481097
JCP2022_810175,BRDN0001481136
JCP2022_810176,BRDN0001481176
JCP2022_810177,BRDN0001481198
JCP2022_810178,BRDN0001481237
JCP2022_810179,BRDN0001481315
JCP2022_810180,BRDN0001481327
JCP2022_810181,BRDN0001481331
JCP2022_810182,BRDN0001481569
JCP2022_810183,BRDN0001481578
JCP2022_810184,BRDN0001481599
JCP2022_810185,BRDN0001481609
JCP2022_810186,BRDN0001481651
JCP2022_810187,BRDN0001481654
JCP2022_810188,BRDN0001481686
JCP2022_810189,BRDN0001481787
JCP2022_810190,BRDN0001482005
JCP2022_810191,BRDN0001482043
JCP2022_810192,BRDN0001482049
JCP2022_810193,BRDN0001482384
JCP2022_810194,BRDN0001482390
JCP2022_810195,BRDN0001482450
JCP2022_810196,BRDN0001482725
JCP2022_810197,BRDN0001482741
JCP2022_810198,BRDN0001482877
JCP2022_810199,BRDN0001482955
JCP2022_810200,BRDN0001482977
JCP2022_810201,BRDN0001483003
JCP2022_810202,BRDN0001483052
JCP2022_810203,BRDN0001483086
JCP2022_810204,BRDN0001483194
JCP2022_810205,BRDN0001483208
JCP2022_810206,BRDN0001483238
JCP2022_810207,BRDN0001483257
JCP2022_810208,BRDN0001483295
JCP2022_810209,BRDN0001483314
JCP2022_810210,BRDN0001483355
JCP2022_810211,BRDN0001483495
JCP2022_810212,BRDN0001483506
JCP2022_810213,BRDN0001483527
JCP2022_810214,BRDN0001483549
JCP2022_810215,BRDN0001483666
JCP2022_810216,BRDN0001483788
JCP2022_810217,BRDN0001483817
JCP2022_810218,BRDN0001483830
JCP2022_810219,BRDN0001483958
JCP2022_810220,BRDN0001484045
JCP2022_810221,BRDN0001484218
JCP2022_810222,BRDN0001484228
JCP2022_810223,BRDN0001484276
JCP2022_810224,BRDN0001484319
JCP2022_810225,BRDN0001484348
JCP2022_810226,BRDN0001484377
JCP2022_810227,BRDN0001484416
JCP2022_810228,BRDN0001484463
JCP2022_810229,BRDN0001484506
JCP2022_810230,BRDN0001484586
JCP2022_810231,BRDN0001484642
JCP2022_810232,BRDN0001484654
JCP2022_810233,BRDN0001484659
JCP2022_810234,BRDN0001484703
JCP2022_810235,BRDN0001484730
JCP2022_810236,BRDN0001484748
JCP2022_810237,BRDN0001484752
JCP2022_810238,BRDN0001484783
JCP2022_810239,BRDN0001484786
JCP2022_810240,BRDN0001485022
JCP2022_810241,BRDN0001485023
JCP2022_810242,BRDN0001485038
JCP2022_810243,BRDN0001485150
JCP2022_810244,BRDN0001485154
JCP2022_810245,BRDN0001485163
JCP2022_810246,BRDN0001485228
JCP2022_810247,BRDN0001485309
JCP2022_810248,BRDN0001485334
JCP2022_810249,BRDN0001485349
JCP2022_810250,BRDN0001485385
JCP2022_810251,BRDN0001485421
JCP2022_810252,BRDN0001485538
JCP2022_810253,BRDN0001485604
JCP2022_810254,BRDN0001485605
JCP2022_810255,BRDN0001485608
JCP2022_810256,BRDN0001485619
JCP2022_810257,BRDN0001485726
JCP2022_810258,BRDN0001485794
JCP2022_810259,BRDN0001485843
JCP2022_810260,BRDN0001485957
JCP2022_810261,BRDN0001485965
JCP2022_810262,BRDN0001486172
JCP2022_810263,BRDN0001486303
JCP2022_810264,BRDN0001486377
JCP2022_810265,BRDN0001486382
JCP2022_810266,BRDN0001486449
JCP2022_810267,BRDN0001486451
JCP2022_810268,BRDN0001486606
JCP2022_810269,BRDN0001486630
JCP2022_810270,BRDN0001486718
JCP2022_810271,BRDN0001486748
JCP2022_810272,BRDN0001486784
JCP2022_810273,BRDN0001486813
JCP2022_810274,BRDN0001486852
JCP2022_810275,BRDN0001486858
JCP2022_810276,BRDN0001486925
JCP2022_810277,BRDN0001487003
JCP2022_810278,BRDN0001487070
JCP2022_810279,BRDN0001487201
JCP2022_810280,BRDN0001487205
JCP2022_810281,BRDN0001487247
JCP2022_810282,BRDN0001487249
JCP2022_810283,BRDN0001487270
JCP2022_810284,BRDN0001487280
JCP2022_810285,BRDN0001487328
JCP2022_810286,BRDN0001487345
JCP2022_810287,BRDN0001487440
JCP2022_810288,BRDN0001487520
JCP2022_810289,BRDN0001487543
JCP2022_810290,BRDN0001487607
JCP2022_810291,BRDN0001487609
JCP2022_810292,BRDN0001487618
JCP2022_810293,BRDN0001487636
JCP2022_810294,BRDN0001487712
JCP2022_810295,BRDN0001487761
JCP2022_810296,BRDN0001487815
JCP2022_810297,BRDN0001487864
JCP2022_810298,BRDN0001487881
JCP2022_810299,BRDN0001487915
JCP2022_810300,BRDN0001488073
JCP2022_810301,BRDN0001488082
JCP2022_810302,BRDN0001488235
JCP2022_810303,BRDN0001488241
JCP2022_810304,BRDN0001488321
JCP2022_810305,BRDN0001488340
JCP2022_810306,BRDN0001488344
JCP2022_810307,BRDN0001488358
JCP2022_810308,BRDN0001488371
JCP2022_810309,BRDN0001488387
JCP2022_810310,BRDN0001488463
JCP2022_810311,BRDN0001488469
JCP2022_810312,BRDN0001488543
JCP2022_810313,BRDN0001488605
JCP2022_810314,BRDN0001488696
JCP2022_810315,BRDN0001488751
JCP2022_810316,BRDN0001488805
JCP2022_810317,BRDN0001488886
JCP2022_810318,BRDN0001489053
JCP2022_810319,BRDN0001489066
JCP2022_810320,BRDN0001489120
JCP2022_810321,BRDN0001489262
JCP2022_810322,BRDN0001489452
JCP2022_810323,BRDN0001489498
JCP2022_810324,BRDN0001489555
JCP2022_810325,BRDN0001489575
JCP2022_810326,BRDN0001489609
JCP2022_810327,BRDN0001489686
JCP2022_810328,BRDN0001489794
JCP2022_810329,BRDN0001489809
JCP2022_810330,BRDN0001490153
JCP2022_810331,BRDN0001490272
JCP2022_810332,BRDN0001490325
JCP2022_810333,BRDN0001490543
JCP2022_810334,BRDN0001490654
JCP2022_810335,BRDN0001493988
