jcp2022_id,broad_sample
JCP2022_800087,ACAA1_30
JCP2022_800088,ACAA2_10449
JCP2022_800089,ACACA_31
JCP2022_800090,ACACB_32
JCP2022_800091,ACAD10_80724
JCP2022_800092,ACAD11_84129
JCP2022_800093,ACAD8_27034
JCP2022_800094,ACAD9_28976
JCP2022_800095,ACADL_33
JCP2022_800096,ACADM_34
JCP2022_800097,ACADS_35
JCP2022_800098,ACADSB_36
JCP2022_800099,ACADVL_37
JCP2022_800100,ACAT1_38
JCP2022_800101,ACAT2_39
JCP2022_800102,ACE_1636
JCP2022_800103,ACE2_59272
JCP2022_800104,ACER1_125981
JCP2022_800105,ACER3_55331
JCP2022_800106,ACHE_43
JCP2022_800107,ACIN1_22985
JCP2022_800108,ACKR1_2532
JCP2022_800109,ACKR2_1238
JCP2022_800110,ACKR3_57007
JCP2022_800111,ACLY_47
JCP2022_800112,ACMSD_130013
JCP2022_800113,ACO1_48
JCP2022_800114,ACO2_50
JCP2022_800115,ACOT1_641371
JCP2022_800116,ACOT11_26027
JCP2022_800117,ACOT12_134526
JCP2022_800118,ACOT13_55856
JCP2022_800119,ACOT2_10965
JCP2022_800120,ACOT4_122970
JCP2022_800121,ACOT6_641372
JCP2022_800122,ACOT7_11332
JCP2022_800123,ACOT8_10005
JCP2022_800124,ACOT9_23597
JCP2022_800125,ACOX1_51
JCP2022_800126,ACOX2_8309
JCP2022_800127,ACOX3_8310
JCP2022_800128,ACOXL_55289
JCP2022_800129,ACP1_52
JCP2022_800130,ACP2_53
JCP2022_800131,ACP5_54
JCP2022_800132,ACP6_51205
JCP2022_800133,ACP7_390928
JCP2022_800134,ACPP_55
JCP2022_800135,ACPT_93650
JCP2022_800136,ACR_49
JCP2022_800137,ACSBG1_23205
JCP2022_800138,ACSBG2_81616
JCP2022_800139,ACSF2_80221
JCP2022_800140,ACSL1_2180
JCP2022_800141,ACSL3_2181
JCP2022_800142,ACSL4_2182
JCP2022_800143,ACSL5_51703
JCP2022_800144,ACSL6_23305
JCP2022_800145,ACSM1_116285
JCP2022_800146,ACSM2B_348158
JCP2022_800147,ACSM3_6296
JCP2022_800148,ACSS1_84532
JCP2022_800149,ACSS2_55902
JCP2022_800150,ACSS3_79611
JCP2022_800151,ACTL6A_86
JCP2022_800152,ACTN1_87
JCP2022_800153,ACVR1_90
JCP2022_800154,ACVR1B_91
JCP2022_800155,ACVR1C_130399
JCP2022_800156,ACVR2A_92
JCP2022_800157,ACVR2B_93
JCP2022_800158,ACVRL1_94
JCP2022_800159,ACY1_95
JCP2022_800160,ACY3_91703
JCP2022_800161,ACYP1_97
JCP2022_800162,ACYP2_98
JCP2022_800163,ADA_100
JCP2022_800164,ADAD1_132612
JCP2022_800165,ADAM10_102
JCP2022_800166,ADAM11_4185
JCP2022_800167,ADAM12_8038
JCP2022_800168,ADAM15_8751
JCP2022_800169,ADAM17_6868
JCP2022_800170,ADAM18_8749
JCP2022_800171,ADAM19_8728
JCP2022_800172,ADAM2_2515
JCP2022_800173,ADAM20_8748
JCP2022_800174,ADAM21_8747
JCP2022_800175,ADAM22_53616
JCP2022_800176,ADAM23_8745
JCP2022_800177,ADAM28_10863
JCP2022_800178,ADAM29_11086
JCP2022_800179,ADAM30_11085
JCP2022_800180,ADAM32_203102
JCP2022_800181,ADAM33_80332
JCP2022_800182,ADAM7_8756
JCP2022_800183,ADAM8_101
JCP2022_800184,ADAM9_8754
JCP2022_800185,ADAMDEC1_27299
JCP2022_800186,ADAMTS1_9510
JCP2022_800187,ADAMTS10_81794
JCP2022_800188,ADAMTS12_81792
JCP2022_800189,ADAMTS13_11093
JCP2022_800190,ADAMTS14_140766
JCP2022_800191,ADAMTS15_170689
JCP2022_800192,ADAMTS16_170690
JCP2022_800193,ADAMTS17_170691
JCP2022_800194,ADAMTS18_170692
JCP2022_800195,ADAMTS19_171019
JCP2022_800196,ADAMTS2_9509
JCP2022_800197,ADAMTS20_80070
JCP2022_800198,ADAMTS3_9508
JCP2022_800199,ADAMTS4_9507
JCP2022_800200,ADAMTS5_11096
JCP2022_800201,ADAMTS6_11174
JCP2022_800202,ADAMTS7_11173
JCP2022_800203,ADAMTS8_11095
JCP2022_800204,ADAMTS9_56999
JCP2022_800205,ADAR_103
JCP2022_800206,ADARB1_104
JCP2022_800207,ADAT1_23536
JCP2022_800208,ADAT2_134637
JCP2022_800209,ADCK1_57143
JCP2022_800210,ADCK2_90956
JCP2022_800211,ADCK3_56997
JCP2022_800212,ADCK4_79934
JCP2022_800213,ADCK5_203054
JCP2022_800214,ADCY1_107
JCP2022_800215,ADCY10_55811
JCP2022_800216,ADCY2_108
JCP2022_800217,ADCY3_109
JCP2022_800218,ADCY4_196883
JCP2022_800219,ADCY5_111
JCP2022_800220,ADCY6_112
JCP2022_800221,ADCY7_113
JCP2022_800222,ADCY8_114
JCP2022_800223,ADCY9_115
JCP2022_800224,ADCYAP1R1_117
JCP2022_800225,ADD1_118
JCP2022_800226,ADGB_79747
JCP2022_800227,ADGRA1_84435
JCP2022_800228,ADGRA2_25960
JCP2022_800229,ADGRA3_166647
JCP2022_800230,ADGRB1_575
JCP2022_800231,ADGRB2_576
JCP2022_800232,ADGRB3_577
JCP2022_800233,ADGRD1_283383
JCP2022_800234,ADGRE1_2015
JCP2022_800235,ADGRE2_30817
JCP2022_800236,ADGRE3_84658
JCP2022_800237,ADGRE5_976
JCP2022_800238,ADGRF1_266977
JCP2022_800239,ADGRF2_222611
JCP2022_800240,ADGRF3_165082
JCP2022_800241,ADGRF4_221393
JCP2022_800242,ADGRF5_221395
JCP2022_800243,ADGRG1_9289
JCP2022_800244,ADGRG2_10149
JCP2022_800245,ADGRG3_222487
JCP2022_800246,ADGRG4_139378
JCP2022_800247,ADGRG5_221188
JCP2022_800248,ADGRG6_57211
JCP2022_800249,ADGRG7_84873
JCP2022_800250,ADGRL1_22859
JCP2022_800251,ADGRL2_23266
JCP2022_800252,ADGRL3_23284
JCP2022_800253,ADGRL4_64123
JCP2022_800254,ADGRV1_84059
JCP2022_800255,ADH1A_124
JCP2022_800256,ADH1B_125
JCP2022_800257,ADH1C_126
JCP2022_800258,ADH4_127
JCP2022_800259,ADH5_128
JCP2022_800260,ADH6_130
JCP2022_800261,ADH7_131
JCP2022_800262,ADHFE1_137872
JCP2022_800263,ADI1_55256
JCP2022_800264,ADK_132
JCP2022_800265,ADM2_79924
JCP2022_800266,ADNP_23394
JCP2022_800267,ADORA1_134
JCP2022_800268,ADORA2A_135
JCP2022_800269,ADORA2B_136
JCP2022_800270,ADORA3_140
JCP2022_800271,ADPGK_83440
JCP2022_800272,ADPRH_141
JCP2022_800273,ADPRHL1_113622
JCP2022_800274,ADPRHL2_54936
JCP2022_800275,ADRA1A_148
JCP2022_800276,ADRA1B_147
JCP2022_800277,ADRA1D_146
JCP2022_800278,ADRA2A_150
JCP2022_800279,ADRA2B_151
JCP2022_800280,ADRA2C_152
JCP2022_800281,ADRB1_153
JCP2022_800282,ADRB2_154
JCP2022_800283,ADRB3_155
JCP2022_800284,ADRBK1_156
JCP2022_800285,ADRBK2_157
JCP2022_800286,ADSL_158
JCP2022_800287,ADSS_159
JCP2022_800288,ADSSL1_122622
JCP2022_800289,AEBP1_165
JCP2022_800290,AEBP2_121536
JCP2022_800291,AES_166
JCP2022_800292,AFF1_4299
JCP2022_800293,AFF3_3899
JCP2022_800294,AFF4_27125
JCP2022_800295,AFG3L2_10939
JCP2022_800296,AFMID_125061
JCP2022_800297,AFP_174
JCP2022_800298,AGA_175
JCP2022_800299,AGAP3_116988
JCP2022_800300,AGBL1_123624
JCP2022_800301,AGBL2_79841
JCP2022_800302,AGBL3_340351
JCP2022_800303,AGBL4_84871
JCP2022_800304,AGBL5_60509
JCP2022_800305,AGER_177
JCP2022_800306,AGK_55750
JCP2022_800307,AGL_178
JCP2022_800308,AGMAT_79814
JCP2022_800309,AGMO_392636
JCP2022_800310,AGO1_26523
JCP2022_800311,AGO2_27161
JCP2022_800312,AGO3_192669
JCP2022_800313,AGO4_192670
JCP2022_800314,AGPAT1_10554
JCP2022_800315,AGPAT2_10555
JCP2022_800316,AGPAT3_56894
JCP2022_800317,AGPAT4_56895
JCP2022_800318,AGPAT5_55326
JCP2022_800319,AGPS_8540
JCP2022_800320,AGT_183
JCP2022_800321,AGTPBP1_23287
JCP2022_800322,AGTR1_185
JCP2022_800323,AGTR2_186
JCP2022_800324,AGXT_189
JCP2022_800325,AGXT2_64902
JCP2022_800326,AHCTF1_25909
JCP2022_800327,AHCY_191
JCP2022_800328,AHCYL1_10768
JCP2022_800329,AHCYL2_23382
JCP2022_800330,AHR_196
JCP2022_800331,AHSA1_10598
JCP2022_800332,AICDA_57379
JCP2022_800333,AIFM1_9131
JCP2022_800334,AIFM2_84883
JCP2022_800335,AIFM3_150209
JCP2022_800336,AIP_9049
JCP2022_800337,AIPL1_23746
JCP2022_800338,AIRE_326
JCP2022_800339,AK1_203
JCP2022_800340,AK2_204
JCP2022_800341,AK3_50808
JCP2022_800342,AK4_205
JCP2022_800343,AK5_26289
JCP2022_800344,AK6_102157402
JCP2022_800345,AK7_122481
JCP2022_800346,AK8_158067
JCP2022_800347,AK9_221264
JCP2022_800348,AKAP10_11216
JCP2022_800349,AKAP11_11215
JCP2022_800350,AKAP13_11214
JCP2022_800351,AKAP14_158798
JCP2022_800352,AKAP3_10566
JCP2022_800353,AKAP4_8852
JCP2022_800354,AKAP5_9495
JCP2022_800355,AKAP6_9472
JCP2022_800356,AKAP7_9465
JCP2022_800357,AKAP8_10270
JCP2022_800358,AKAP8L_26993
JCP2022_800359,AKAP9_10142
JCP2022_800360,AKNA_80709
JCP2022_800361,AKR1A1_10327
JCP2022_800362,AKR1B1_231
JCP2022_800363,AKR1B10_57016
JCP2022_800364,AKR1C1_1645
JCP2022_800365,AKR1C2_1646
JCP2022_800366,AKR1C3_8644
JCP2022_800367,AKR1C4_1109
JCP2022_800368,AKR1D1_6718
JCP2022_800369,AKR1E2_83592
JCP2022_800370,AKR7A2_8574
JCP2022_800371,AKR7A3_22977
JCP2022_800372,AKT1_207
JCP2022_800373,AKT2_208
JCP2022_800374,AKT3_10000
JCP2022_800375,AKTIP_64400
JCP2022_800376,ALAD_210
JCP2022_800377,ALAS1_211
JCP2022_800378,ALAS2_212
JCP2022_800379,ALB_213
JCP2022_800380,ALDH16A1_126133
JCP2022_800381,ALDH18A1_5832
JCP2022_800382,ALDH1A1_216
JCP2022_800383,ALDH1A2_8854
JCP2022_800384,ALDH1A3_220
JCP2022_800385,ALDH1B1_219
JCP2022_800386,ALDH1L1_10840
JCP2022_800387,ALDH1L2_160428
JCP2022_800388,ALDH2_217
JCP2022_800389,ALDH3A1_218
JCP2022_800390,ALDH3A2_224
JCP2022_800391,ALDH3B1_221
JCP2022_800392,ALDH3B2_222
JCP2022_800393,ALDH4A1_8659
JCP2022_800394,ALDH5A1_7915
JCP2022_800395,ALDH6A1_4329
JCP2022_800396,ALDH7A1_501
JCP2022_800397,ALDH8A1_64577
JCP2022_800398,ALDH9A1_223
JCP2022_800399,ALDOA_226
JCP2022_800400,ALDOB_229
JCP2022_800401,ALDOC_230
JCP2022_800402,ALG1_56052
JCP2022_800403,ALG10_84920
JCP2022_800404,ALG10B_144245
JCP2022_800405,ALG12_79087
JCP2022_800406,ALG13_79868
JCP2022_800407,ALG2_85365
JCP2022_800408,ALG3_10195
JCP2022_800409,ALG5_29880
JCP2022_800410,ALG6_29929
JCP2022_800411,ALG8_79053
JCP2022_800412,ALK_238
JCP2022_800413,ALKBH1_8846
JCP2022_800414,ALKBH2_121642
JCP2022_800415,ALKBH3_221120
JCP2022_800416,ALLC_55821
JCP2022_800417,ALOX12_239
JCP2022_800418,ALOX12B_242
JCP2022_800419,ALOX15_246
JCP2022_800420,ALOX15B_247
JCP2022_800421,ALOX5_240
JCP2022_800422,ALOX5AP_241
JCP2022_800423,ALOXE3_59344
JCP2022_800424,ALPI_248
JCP2022_800425,ALPK1_80216
JCP2022_800426,ALPK2_115701
JCP2022_800427,ALPK3_57538
JCP2022_800428,ALPL_249
JCP2022_800429,ALPPL2_251
JCP2022_800430,ALX1_8092
JCP2022_800431,ALX3_257
JCP2022_800432,ALX4_60529
JCP2022_800433,ALYREF_10189
JCP2022_800434,AMACR_23600
JCP2022_800435,AMBP_259
JCP2022_800436,AMD1_262
JCP2022_800437,AMDHD1_144193
JCP2022_800438,AMDHD2_51005
JCP2022_800439,AMFR_267
JCP2022_800440,AMHR2_269
JCP2022_800441,AMPD1_270
JCP2022_800442,AMPD2_271
JCP2022_800443,AMPD3_272
JCP2022_800444,AMT_275
JCP2022_800445,AMY2A_279
JCP2022_800446,AMY2B_280
JCP2022_800447,AMZ1_155185
JCP2022_800448,AMZ2_51321
JCP2022_800449,ANAPC11_51529
JCP2022_800450,ANAPC2_29882
JCP2022_800451,ANAPC4_29945
JCP2022_800452,ANAPC5_51433
JCP2022_800453,ANG_283
JCP2022_800454,ANGPT1_284
JCP2022_800455,ANGPT2_285
JCP2022_800456,ANGPTL1_9068
JCP2022_800457,ANGPTL2_23452
JCP2022_800458,ANGPTL3_27329
JCP2022_800459,ANGPTL7_10218
JCP2022_800460,ANK2_287
JCP2022_800461,ANK3_288
JCP2022_800462,ANKEF1_63926
JCP2022_800463,ANKH_56172
JCP2022_800464,ANKIB1_54467
JCP2022_800465,ANKK1_255239
JCP2022_800466,ANKRA2_57763
JCP2022_800467,ANKRD1_27063
JCP2022_800468,ANKRD10_55608
JCP2022_800469,ANKRD2_26287
JCP2022_800470,ANKRD22_118932
JCP2022_800471,ANKRD30A_91074
JCP2022_800472,ANKRD33_341405
JCP2022_800473,ANKRD42_338699
JCP2022_800474,ANKRD45_339416
JCP2022_800475,ANKRD49_54851
JCP2022_800476,ANKRD53_79998
JCP2022_800477,ANKRD54_129138
JCP2022_800478,ANKRD55_79722
JCP2022_800479,ANKRD6_22881
JCP2022_800480,ANKRD7_56311
JCP2022_800481,ANKS3_124401
JCP2022_800482,ANKZF1_55139
JCP2022_800483,ANO1_55107
JCP2022_800484,ANO10_55129
JCP2022_800485,ANO2_57101
JCP2022_800486,ANO3_63982
JCP2022_800487,ANO4_121601
JCP2022_800488,ANO5_203859
JCP2022_800489,ANO6_196527
JCP2022_800490,ANO7_50636
JCP2022_800491,ANO8_57719
JCP2022_800492,ANO9_338440
JCP2022_800493,ANOS1_3730
JCP2022_800494,ANPEP_290
JCP2022_800495,ANXA3_306
JCP2022_800496,ANXA6_309
JCP2022_800497,ANXA9_8416
JCP2022_800498,AOAH_313
JCP2022_800499,AOC2_314
JCP2022_800500,AOC3_8639
JCP2022_800501,AOX1_316
JCP2022_800502,AP3B1_8546
JCP2022_800503,APBA3_9546
JCP2022_800504,APC_324
JCP2022_800505,APC2_10297
JCP2022_800506,APEH_327
JCP2022_800507,APEX1_328
JCP2022_800508,APEX2_27301
JCP2022_800509,APLNR_187
JCP2022_800510,APLP2_334
JCP2022_800511,APOA1_335
JCP2022_800512,APOA2_336
JCP2022_800513,APOA4_337
JCP2022_800514,APOB_338
JCP2022_800515,APOBEC1_339
JCP2022_800516,APOBEC2_10930
JCP2022_800517,APOBEC3A_200315
JCP2022_800518,APOBEC3B_9582
JCP2022_800519,APOBEC3C_27350
JCP2022_800520,APOBEC3D_140564
JCP2022_800521,APOBEC3G_60489
JCP2022_800522,APOC1_341
JCP2022_800523,APOC2_344
JCP2022_800524,APOC3_345
JCP2022_800525,APOC4_346
JCP2022_800526,APOD_347
JCP2022_800527,APOE_348
JCP2022_800528,APOF_319
JCP2022_800529,APOH_350
JCP2022_800530,APOL1_8542
JCP2022_800531,APOL3_80833
JCP2022_800532,APOM_55937
JCP2022_800533,APRT_353
JCP2022_800534,APTX_54840
JCP2022_800535,AQP1_358
JCP2022_800536,AQP10_89872
JCP2022_800537,AQP11_282679
JCP2022_800538,AQP12A_375318
JCP2022_800539,AQP12B_653437
JCP2022_800540,AQP2_359
JCP2022_800541,AQP3_360
JCP2022_800542,AQP4_361
JCP2022_800543,AQP5_362
JCP2022_800544,AQP6_363
JCP2022_800545,AQP7_364
JCP2022_800546,AQP8_343
JCP2022_800547,AQP9_366
JCP2022_800548,AR_367
JCP2022_800549,ARAF_369
JCP2022_800550,AREG_374
JCP2022_800551,AREL1_9870
JCP2022_800552,ARF1_375
JCP2022_800553,ARF3_377
JCP2022_800554,ARF4_378
JCP2022_800555,ARF5_381
JCP2022_800556,ARF6_382
JCP2022_800557,ARFGAP1_55738
JCP2022_800558,ARFGAP3_26286
JCP2022_800559,ARFRP1_10139
JCP2022_800560,ARG1_383
JCP2022_800561,ARG2_384
JCP2022_800562,ARHGAP35_2909
JCP2022_800563,ARHGAP5_394
JCP2022_800564,ARHGAP8_23779
JCP2022_800565,ARHGDIA_396
JCP2022_800566,ARHGDIB_397
JCP2022_800567,ARHGEF10_9639
JCP2022_800568,ARHGEF12_23365
JCP2022_800569,ARHGEF17_9828
JCP2022_800570,ARHGEF18_23370
JCP2022_800571,ARHGEF2_9181
JCP2022_800572,ARHGEF6_9459
JCP2022_800573,ARHGEF7_8874
JCP2022_800574,ARID1A_8289
JCP2022_800575,ARID1B_57492
JCP2022_800576,ARID2_196528
JCP2022_800577,ARID3A_1820
JCP2022_800578,ARID3B_10620
JCP2022_800579,ARID3C_138715
JCP2022_800580,ARID4A_5926
JCP2022_800581,ARID5A_10865
JCP2022_800582,ARID5B_84159
JCP2022_800583,ARIH1_25820
JCP2022_800584,ARIH2_10425
JCP2022_800585,ARL1_400
JCP2022_800586,ARL2_402
JCP2022_800587,ARL4A_10124
JCP2022_800588,ARL4D_379
JCP2022_800589,ARL5A_26225
JCP2022_800590,ARMC4_55130
JCP2022_800591,ARNT_405
JCP2022_800592,ARNT2_9915
JCP2022_800593,ARNTL_406
JCP2022_800594,ARNTL2_56938
JCP2022_800595,ARPC3_10094
JCP2022_800596,ARPC4_10093
JCP2022_800597,ARPP19_10776
JCP2022_800598,ARSA_410
JCP2022_800599,ARSB_411
JCP2022_800600,ARSD_414
JCP2022_800601,ARSE_415
JCP2022_800602,ARSF_416
JCP2022_800603,ARSG_22901
JCP2022_800604,ARSH_347527
JCP2022_800605,ARSI_340075
JCP2022_800606,ARSJ_79642
JCP2022_800607,ARSK_153642
JCP2022_800608,ART1_417
JCP2022_800609,ART3_419
JCP2022_800610,ART4_420
JCP2022_800611,ART5_116969
JCP2022_800612,ARX_170302
JCP2022_800613,AS3MT_57412
JCP2022_800614,ASAH1_427
JCP2022_800615,ASAH2_56624
JCP2022_800616,ASB1_51665
JCP2022_800617,ASB10_136371
JCP2022_800618,ASB11_140456
JCP2022_800619,ASB12_142689
JCP2022_800620,ASB13_79754
JCP2022_800621,ASB14_142686
JCP2022_800622,ASB15_142685
JCP2022_800623,ASB16_92591
JCP2022_800624,ASB17_127247
JCP2022_800625,ASB18_401036
JCP2022_800626,ASB2_51676
JCP2022_800627,ASB3_51130
JCP2022_800628,ASB4_51666
JCP2022_800629,ASB5_140458
JCP2022_800630,ASB6_140459
JCP2022_800631,ASB7_140460
JCP2022_800632,ASB8_140461
JCP2022_800633,ASB9_140462
JCP2022_800634,ASCC3_10973
JCP2022_800635,ASCL1_429
JCP2022_800636,ASCL2_430
JCP2022_800637,ASCL3_56676
JCP2022_800638,ASF1A_25842
JCP2022_800639,ASGR1_432
JCP2022_800640,ASGR2_433
JCP2022_800641,ASH1L_55870
JCP2022_800642,ASH2L_9070
JCP2022_800643,ASIC1_41
JCP2022_800644,ASIC2_40
JCP2022_800645,ASIC3_9311
JCP2022_800646,ASIC4_55515
JCP2022_800647,ASIC5_51802
JCP2022_800648,ASL_435
JCP2022_800649,ASNA1_439
JCP2022_800650,ASNS_440
JCP2022_800651,ASNSD1_54529
JCP2022_800652,ASPA_443
JCP2022_800653,ASPG_374569
JCP2022_800654,ASPH_444
JCP2022_800655,ASPHD2_57168
JCP2022_800656,ASPRV1_151516
JCP2022_800657,ASRGL1_80150
JCP2022_800658,ASS1_445
JCP2022_800659,ASTL_431705
JCP2022_800660,ATAD1_84896
JCP2022_800661,ATAD2_29028
JCP2022_800662,ATE1_11101
JCP2022_800663,ATF1_466
JCP2022_800664,ATF2_1386
JCP2022_800665,ATF3_467
JCP2022_800666,ATF4_468
JCP2022_800667,ATF5_22809
JCP2022_800668,ATF6_22926
JCP2022_800669,ATF6B_1388
JCP2022_800670,ATF7_11016
JCP2022_800671,ATF7IP_55729
JCP2022_800672,ATG10_83734
JCP2022_800673,ATG12_9140
JCP2022_800674,ATG3_64422
JCP2022_800675,ATG4A_115201
JCP2022_800676,ATG4B_23192
JCP2022_800677,ATG4C_84938
JCP2022_800678,ATG4D_84971
JCP2022_800679,ATG5_9474
JCP2022_800680,ATG7_10533
JCP2022_800681,ATHL1_80162
JCP2022_800682,ATIC_471
JCP2022_800683,ATL1_51062
JCP2022_800684,ATM_472
JCP2022_800685,ATN1_1822
JCP2022_800686,ATOH1_474
JCP2022_800687,ATOH7_220202
JCP2022_800688,ATP10A_57194
JCP2022_800689,ATP10B_23120
JCP2022_800690,ATP10D_57205
JCP2022_800691,ATP11A_23250
JCP2022_800692,ATP11B_23200
JCP2022_800693,ATP11C_286410
JCP2022_800694,ATP12A_479
JCP2022_800695,ATP13A1_57130
JCP2022_800696,ATP13A2_23400
JCP2022_800697,ATP13A3_79572
JCP2022_800698,ATP13A4_84239
JCP2022_800699,ATP13A5_344905
JCP2022_800700,ATP1A1_476
JCP2022_800701,ATP1A2_477
JCP2022_800702,ATP1A3_478
JCP2022_800703,ATP1A4_480
JCP2022_800704,ATP1B1_481
JCP2022_800705,ATP1B2_482
JCP2022_800706,ATP1B3_483
JCP2022_800707,ATP1B4_23439
JCP2022_800708,ATP23_91419
JCP2022_800709,ATP2A1_487
JCP2022_800710,ATP2A2_488
JCP2022_800711,ATP2A3_489
JCP2022_800712,ATP2B1_490
JCP2022_800713,ATP2B2_491
JCP2022_800714,ATP2B3_492
JCP2022_800715,ATP2B4_493
JCP2022_800716,ATP2C1_27032
JCP2022_800717,ATP2C2_9914
JCP2022_800718,ATP4A_495
JCP2022_800719,ATP4B_496
JCP2022_800720,ATP5A1_498
JCP2022_800721,ATP5B_506
JCP2022_800722,ATP5C1_509
JCP2022_800723,ATP5G2_517
JCP2022_800724,ATP5G3_518
JCP2022_800725,ATP5H_10476
JCP2022_800726,ATP5J_522
JCP2022_800727,ATP5O_539
JCP2022_800728,ATP6AP1_537
JCP2022_800729,ATP6V0A4_50617
JCP2022_800730,ATP6V0D1_9114
JCP2022_800731,ATP6V0D2_245972
JCP2022_800732,ATP6V0E1_8992
JCP2022_800733,ATP6V1A_523
JCP2022_800734,ATP6V1B1_525
JCP2022_800735,ATP6V1B2_526
JCP2022_800736,ATP6V1C1_528
JCP2022_800737,ATP6V1C2_245973
JCP2022_800738,ATP6V1D_51382
JCP2022_800739,ATP6V1E1_529
JCP2022_800740,ATP6V1F_9296
JCP2022_800741,ATP6V1G1_9550
JCP2022_800742,ATP6V1G2_534
JCP2022_800743,ATP6V1G3_127124
JCP2022_800744,ATP6V1H_51606
JCP2022_800745,ATP7A_538
JCP2022_800746,ATP7B_540
JCP2022_800747,ATP8A1_10396
JCP2022_800748,ATP8A2_51761
JCP2022_800749,ATP8B1_5205
JCP2022_800750,ATP8B2_57198
JCP2022_800751,ATP8B3_148229
JCP2022_800752,ATP8B4_79895
JCP2022_800753,ATP9A_10079
JCP2022_800754,ATP9B_374868
JCP2022_800755,ATR_545
JCP2022_800756,ATRX_546
JCP2022_800757,ATXN3L_92552
JCP2022_800758,AUH_549
JCP2022_800759,AURKA_6790
JCP2022_800760,AURKAIP1_54998
JCP2022_800761,AURKB_9212
JCP2022_800762,AURKC_6795
JCP2022_800763,AVPR1A_552
JCP2022_800764,AVPR1B_553
JCP2022_800765,AVPR2_554
JCP2022_800766,AXL_558
JCP2022_800767,AZIN1_51582
JCP2022_800768,AZIN2_113451
JCP2022_800769,AZU1_566
JCP2022_800770,B2M_567
JCP2022_800771,B3GALNT1_8706
JCP2022_800772,B3GALNT2_148789
JCP2022_800773,B3GALT1_8708
JCP2022_800774,B3GALT2_8707
JCP2022_800775,B3GALT4_8705
JCP2022_800776,B3GALT5_10317
JCP2022_800777,B3GALT6_126792
JCP2022_800778,B3GAT1_27087
JCP2022_800779,B3GAT2_135152
JCP2022_800780,B3GNT2_10678
JCP2022_800781,B3GNT3_10331
JCP2022_800782,B3GNT4_79369
JCP2022_800783,B3GNT5_84002
JCP2022_800784,B3GNT6_192134
JCP2022_800785,B3GNT7_93010
JCP2022_800786,B3GNT8_374907
JCP2022_800787,B3GNT9_84752
JCP2022_800788,B3GNTL1_146712
